code insee,ville,inscrits,abstentions,exprimes,LDVG,LFN,LUD
10144,Etrelles-sur-Aube,134,50,81,13,34,34
10145,Faux-Villecerf,189,54,128,16,31,81
10146,Fay-lès-Marcilly,87,44,37,3,21,13
10147,Fays-la-Chapelle,110,39,68,13,23,32
10148,Ferreux-Quincey,325,121,195,20,89,86
10149,Feuges,243,61,173,27,71,75
10150,Fontaine,218,56,158,28,59,71
10151,Fontaine-les-Grès,590,226,349,44,171,134
10153,Fontaine-Mâcon,457,201,243,34,113,96
10154,Fontenay-de-Bossery,77,16,61,6,28,27
10155,Fontette,164,54,102,0,42,60
10156,Fontvannes,500,167,322,50,128,144
10157,La Fosse-Corduan,176,69,105,12,55,38
10158,Fouchères,381,138,233,38,87,108
10159,Fralignes,56,16,38,10,19,9
10160,Fravaux,45,12,33,0,13,20
10161,Fresnay,44,10,33,0,8,25
10162,Fresnoy-le-Château,226,70,150,20,77,53
10163,Fuligny,64,26,38,5,18,15
10164,Gélannes,528,216,301,47,161,93
10165,Géraudot,280,81,191,18,90,83
10166,Les Grandes-Chapelles,297,121,171,17,87,67
10167,Grandville,80,50,27,4,12,11
10168,Les Granges,59,17,42,2,26,14
10169,Gumery,183,74,101,16,42,43
10170,Gyé-sur-Seine,364,165,189,7,114,68
10171,Hampigny,199,68,125,11,70,44
10172,Herbisse,134,41,88,6,48,34
10173,Isle-Aumont,381,126,245,28,109,108
10174,Isle-Aubigny,136,44,88,8,45,35
10175,Jasseines,152,66,77,17,26,34
10176,Jaucourt,153,46,105,11,55,39
10177,Javernant,123,35,82,16,31,35
10178,Jessains,223,76,141,12,80,49
10179,Jeugny,347,140,197,48,102,47
10180,Joncreuil,75,25,49,11,22,16
10181,Jully-sur-Sarce,224,85,134,10,58,66
10182,Juvancourt,114,41,68,16,27,25
10183,Juvanzé,33,9,23,0,6,17
10184,Juzanvigny,122,55,62,7,32,23
10185,Lagesse,177,55,119,12,59,48
10186,Laines-aux-Bois,402,136,252,40,123,89
10187,Landreville,397,177,213,27,80,106
10188,Lantages,188,73,112,15,55,42
10189,Lassicourt,46,14,30,5,20,5
10190,Laubressel,383,118,251,28,117,106
10191,Lavau,631,182,432,78,163,191
10192,Lentilles,110,45,59,5,24,30
10193,Lesmont,223,77,138,29,61,48
10194,Lévigny,89,25,61,9,29,23
10195,Lhuître,220,85,129,15,54,60
10196,Lignières,160,66,91,15,45,31
10197,Lignol-le-Château,165,80,83,7,50,26
10198,Lirey,99,40,56,18,22,16
10199,Loches-sur-Ource,290,126,159,12,79,68
10200,La Loge-aux-Chèvres,85,24,57,6,37,14
10201,La Loge-Pomblin,60,18,42,2,26,14
10202,Les Loges-Margueron,111,24,84,18,48,18
10203,Longchamp-sur-Aujon,320,135,181,26,90,65
10204,Longeville-sur-Mogne,91,30,56,8,34,14
10205,Longpré-le-Sec,65,25,37,3,12,22
10206,Longsols,112,40,71,6,30,35
10207,Longueville-sur-Aube,111,43,65,5,35,25
10208,La Louptière-Thénard,206,69,130,17,45,68
10209,Lusigny-sur-Barse,1398,495,861,112,368,381
10210,Luyères,323,111,207,20,82,105
10211,Macey,720,253,452,71,161,220
10212,Machy,86,22,60,10,24,26
10213,Magnant,135,55,70,6,21,43
10214,Magnicourt,61,12,46,6,22,18
10215,Magny-Fouchard,205,81,119,16,48,55
10216,Mailly-le-Camp,854,368,457,39,243,175
10217,Maison-des-Champs,31,6,23,1,18,4
10218,Maisons-lès-Chaource,150,56,84,8,38,38
10219,Maisons-lès-Soulaines,51,17,32,5,11,16
10220,Maizières-la-Grande-Paroisse,1175,476,657,96,320,241
10221,Maizières-lès-Brienne,148,68,75,17,36,22
10222,Maraye-en-Othe,376,149,215,44,97,74
10223,Marcilly-le-Hayer,457,200,245,39,136,70
10224,Marigny-le-Châtel,1133,435,682,106,353,223
10225,Marnay-sur-Seine,211,81,121,15,59,47
10226,Marolles-lès-Bailly,82,25,56,1,32,23
10227,Marolles-sous-Lignières,246,84,155,28,76,51
10228,Mathaux,174,59,111,15,67,29
10229,Maupas,84,36,46,5,26,15
10230,Mergey,529,155,359,45,177,137
10231,Le Mériot,421,186,227,27,122,78
10232,Merrey-sur-Arce,242,102,133,13,66,54
10233,Méry-sur-Seine,923,344,560,99,266,195
10234,Mesgrigny,203,87,111,8,62,41
10235,Mesnil-la-Comtesse,45,15,28,4,16,8
10236,Mesnil-Lettre,59,16,42,5,20,17
10237,Mesnil-Saint-Loup,403,103,288,23,75,190
10238,Mesnil-Saint-Père,291,97,185,41,89,55
10239,Mesnil-Sellières,449,173,270,45,107,118
10240,Messon,336,102,226,39,85,102
10241,Metz-Robert,37,16,19,0,9,10
10242,Meurville,161,59,91,8,38,45
10243,Molins-sur-Aube,78,29,45,7,15,23
10245,Montaulin,613,215,390,48,193,149
10246,Montceaux-lès-Vaudes,196,88,101,19,49,33
10247,Montfey,122,41,74,10,33,31
10248,Montgueux,349,91,249,17,95,137
10249,Montiéramey,354,147,202,37,82,83
10250,Montier-en-l'Isle,200,78,113,10,74,29
10251,Montigny-les-Monts,222,75,139,27,54,58
10252,Montmartin-le-Haut,49,14,34,2,14,18
10253,Montmorency-Beaufort,119,38,77,20,31,26
10254,Montpothier,256,90,160,20,84,56
10255,Montreuil-sur-Barse,236,74,152,13,73,66
10256,Montsuzain,287,98,180,24,80,76
10257,Morembert,27,7,18,0,7,11
10258,Morvilliers,245,108,127,14,68,45
10259,La Motte-Tilly,279,101,174,30,86,58
10260,Moussey,429,122,289,55,107,127
10261,Mussy-sur-Seine,658,235,404,82,160,162
10262,Neuville-sur-Seine,312,90,211,18,89,104
10263,Neuville-sur-Vannes,321,145,168,35,56,77
10264,Noë-les-Mallets,104,32,70,6,30,34
10265,Les Noës-près-Troyes,2119,954,1122,251,365,506
10266,Nogent-en-Othe,51,18,24,8,4,12
10267,Nogent-sur-Aube,217,68,145,8,84,53
10268,Nogent-sur-Seine,3586,1588,1920,255,810,855
10269,Nozay,120,54,64,4,23,37
10270,Onjon,205,81,121,15,42,64
10271,Origny-le-Sec,483,175,295,31,121,143
10272,Ormes,151,52,90,4,56,30
10273,Ortillon,25,5,18,2,11,5
10274,Orvilliers-Saint-Julien,248,90,147,20,65,62
10275,Ossey-les-Trois-Maisons,413,168,234,40,110,84
10276,Paisy-Cosdon,266,93,161,34,67,60
10277,Palis,452,148,293,53,115,125
10278,Pargues,109,46,58,6,25,27
10279,Pars-lès-Chavanges,68,28,39,1,23,15
10280,Pars-lès-Romilly,568,207,349,59,160,130
10281,Le Pavillon-Sainte-Julie,235,93,137,16,67,54
10282,Payns,944,342,584,58,316,210
10283,Pel-et-Der,113,39,69,6,24,39
10284,Périgny-la-Rose,113,40,70,10,35,25
10285,Perthes-lès-Brienne,75,27,47,7,26,14
10286,Petit-Mesnil,202,84,112,15,47,50
10287,Piney,942,367,559,73,278,208
10288,Plaines-Saint-Lange,207,68,125,12,71,42
10289,Plancy-l'Abbaye,647,263,359,53,160,146
10290,Planty,170,62,105,10,43,52
10291,Plessis-Barbuise,132,49,79,11,35,33
10293,Poivres,108,25,81,4,48,29
10294,Poligny,48,15,31,6,23,2
10295,Polisot,223,75,133,15,68,50
10296,Polisy,174,66,101,5,59,37
10297,Pont-Sainte-Marie,2884,1229,1590,258,556,776
10298,Pont-sur-Seine,769,378,372,56,195,121
10299,Pouan-les-Vallées,447,192,242,37,110,95
10300,Pougy,208,76,125,16,66,43
10301,Pouy-sur-Vannes,125,56,69,11,33,25
10302,Praslin,64,18,40,4,27,9
10303,Précy-Notre-Dame,65,16,45,12,23,10
10304,Précy-Saint-Martin,152,48,103,13,39,51
10305,Prémierfait,81,36,42,4,23,15
10306,Proverville,222,77,140,26,45,69
10307,Prugny,286,82,193,20,88,85
10308,Prunay-Belleville,183,81,99,9,36,54
10309,Prusy,82,20,62,6,19,37
10310,Puits-et-Nuisement,167,56,106,9,59,38
10312,Racines,137,50,76,14,37,25
10313,Radonvilliers,299,112,178,18,95,65
10314,Ramerupt,252,79,162,19,72,71
10315,Rances,32,8,24,3,7,14
10316,Rhèges,171,69,97,8,44,45
10317,Les Riceys,942,390,525,37,256,232
10318,Rigny-la-Nonneuse,107,35,69,5,38,26
10319,Rigny-le-Ferron,272,109,157,37,62,58
10320,Rilly-Sainte-Syre,178,43,129,21,56,52
10321,La Rivière-de-Corps,2584,1001,1522,228,480,814
10323,Romilly-sur-Seine,8834,4356,4292,886,1696,1710
10324,Roncenay,116,37,74,8,30,36
10325,Rosières-près-Troyes,2393,901,1438,235,557,646
10326,Rosnay-l'Hôpital,157,61,93,14,45,34
10327,La Rothière,103,35,63,10,24,29
10328,Rouilly-Sacey,294,128,160,26,72,62
10329,Rouilly-Saint-Loup,479,203,269,43,127,99
10330,Rouvres-les-Vignes,117,55,56,2,38,16
10331,Rumilly-lès-Vaudes,366,129,224,32,91,101
10332,Ruvigny,348,111,231,45,90,96
10333,Saint-André-les-Vergers,8257,3644,4454,792,1417,2245
10334,Saint-Aubin,395,149,236,27,145,64
10335,Saint-Benoist-sur-Vanne,187,69,114,19,49,46
10336,Saint-Benoît-sur-Seine,328,114,205,26,111,68
10337,Saint-Christophe-Dodinicourt,32,7,24,2,11,11
10338,Saint-Etienne-sous-Barbuise,120,32,83,15,39,29
10339,Saint-Flavy,188,65,117,18,51,48
10340,Saint-Germain,1805,717,1048,168,421,459
10341,Saint-Hilaire-sous-Romilly,279,93,171,16,71,84
10342,Saint-Jean-de-Bonneval,300,85,205,41,87,77
10343,Saint-Julien-les-Villas,5036,2171,2764,448,991,1325
10344,Saint-Léger-près-Troyes,649,207,420,76,165,179
10345,Saint-Léger-sous-Brienne,321,107,204,30,96,78
10346,Saint-Léger-sous-Margerie,62,23,34,4,19,11
10347,Saint-Loup-de-Buffigny,162,60,98,3,57,38
10348,Saint-Lupien,149,54,89,11,37,41
10349,Saint-Lyé,2191,807,1331,191,588,552
10350,Saint-Mards-en-Othe,515,235,271,31,128,112
10351,Saint-Martin-de-Bossenay,272,97,161,19,53,89
10352,Sainte-Maure,1193,385,786,114,331,341
10353,Saint-Mesmin,739,304,423,51,220,152
10354,Saint-Nabord-sur-Aube,104,39,64,5,38,21
10355,Saint-Nicolas-la-Chapelle,75,23,51,4,24,23
10356,Saint-Oulph,189,58,127,14,72,41
10357,Saint-Parres-aux-Tertres,2120,797,1278,237,466,575
10358,Saint-Parres-lès-Vaudes,771,344,401,57,177,167
10359,Saint-Phal,377,142,223,38,100,85
10360,Saint-Pouange,582,154,415,71,147,197
10361,Saint-Remy-sous-Barbuise,154,58,91,12,56,23
10362,Sainte-Savine,7588,3390,4045,922,1272,1851
10363,Saint-Thibault,427,130,282,32,134,116
10364,Saint-Usage,73,21,50,6,13,31
10365,Salon,111,43,65,6,32,27
10366,Saulcy,65,18,43,0,24,19
10367,La Saulsotte,413,196,211,22,121,68
10368,Savières,746,258,468,54,258,156
10369,Semoine,149,55,85,14,48,23
10370,Soligny-les-Etangs,173,57,111,22,53,36
10371,Sommeval,251,90,154,33,70,51
10372,Soulaines-Dhuys,269,91,168,23,75,70
10373,Souligny,341,111,221,32,92,97
10374,Spoy,129,45,77,7,41,29
10375,Thennelières,264,94,163,19,78,66
10376,Thieffrain,118,36,82,7,39,36
10377,Thil,108,34,73,5,30,38
10378,Thors,72,33,37,4,20,13
10379,Torcy-le-Grand,364,106,244,29,113,102
10380,Torcy-le-Petit,59,18,35,5,19,11
10381,Torvilliers,748,228,504,71,182,251
10382,Traînel,670,292,360,39,182,139
10383,Trancault,140,59,74,14,35,25
10384,Trannes,192,79,104,14,53,37
10386,Trouans,190,68,116,9,55,52
10387,Troyes,29096,13443,15123,2805,4656,7662
10388,Turgy,50,17,32,6,15,11
10389,Unienville,115,31,73,9,39,25
10390,Urville,117,32,80,8,23,49
10391,Vailly,237,69,165,18,71,76
10392,Vallant-Saint-Georges,276,88,180,40,72,68
10393,Vallentigny,149,53,90,19,33,38
10394,Vallières,113,29,82,9,35,38
10395,Vanlay,246,110,132,28,66,38
10396,Vauchassis,402,118,271,49,100,122
10397,Vauchonvilliers,119,45,68,7,27,34
10398,Vaucogne,58,17,40,3,14,23
10399,Vaudes,486,187,283,43,152,88
10400,Vaupoisson,112,33,76,6,28,42
10401,Vendeuvre-sur-Barse,1456,650,771,138,352,281
10402,La Vendue-Mignot,177,47,129,30,47,52
10403,Vernonvilliers,77,37,36,3,20,13
10404,Verpillières-sur-Ource,94,25,66,10,19,37
10405,Verricourt,39,11,28,0,17,11
10406,Verrières,1473,526,918,135,370,413
10408,Viâpres-le-Petit,94,29,62,10,22,30
10409,Villacerf,434,155,262,47,122,93
10410,Villadin,113,35,71,14,25,32
10411,La Ville-aux-Bois,20,1,19,3,13,3
10412,Villechétif,696,216,468,67,165,236
10414,Villeloup,92,25,66,4,31,31
10415,Villemaur-sur-Vanne,369,172,191,26,77,88
10416,Villemereuil,182,48,131,16,53,62
10417,Villemoiron-en-Othe,197,71,118,26,42,50
10418,Villemorien,147,47,97,7,52,38
10419,Villemoyenne,525,212,302,37,152,113
10420,Villenauxe-la-Grande,1623,693,895,165,417,313
10421,La Villeneuve-au-Châtelot,96,35,57,11,26,20
10422,Villeneuve-au-Chemin,170,84,79,16,37,26
10423,La Villeneuve-au-Chêne,322,96,211,36,100,75
10424,Villeret,63,23,37,6,19,12
10425,Villery,224,57,161,24,67,70
10426,Ville-sous-la-Ferté,640,284,333,57,171,105
10427,Ville-sur-Arce,232,75,156,16,59,81
10428,Ville-sur-Terre,101,25,76,9,40,27
10429,Villette-sur-Aube,188,76,106,21,55,30
10430,Villiers-Herbisse,72,28,44,2,22,20
10431,Villiers-le-Bois,75,17,55,5,28,22
10432,Villiers-sous-Praslin,53,20,33,2,14,17
10433,Villy-en-Trodes,178,64,112,14,54,44
10434,Villy-le-Bois,46,8,34,2,16,16
10435,Villy-le-Maréchal,134,35,96,10,38,48
10436,Vinets,157,51,98,5,50,43
10437,Virey-sous-Bar,478,199,261,39,145,77
10438,Vitry-le-Croisé,242,92,149,17,76,56
10439,Viviers-sur-Artaut,93,32,54,6,21,27
10440,Voigny,151,65,82,10,38,34
10441,Vosnon,185,54,127,40,52,35
10442,Voué,417,152,257,29,132,96
10443,Vougrey,38,13,21,1,7,13
10444,Vulaines,168,48,115,10,52,53
10445,Yèvres-le-Petit,63,16,44,2,10,32
51001,Ablancourt,128,46,82,9,47,26
51002,Saint-Martin-d'Ablois,1018,394,591,88,258,245
51003,Aigny,206,71,129,18,62,49
51004,Allemanche-Launay-et-Soyer,86,21,64,3,19,42
51005,Allemant,123,42,74,7,31,36
51006,Alliancelles,135,60,69,17,26,26
51007,Ambonnay,687,280,381,35,159,187
51008,Ambrières,177,63,111,13,64,34
51009,Anglure,642,212,414,57,208,149
51010,Angluzelles-et-Courcelles,120,43,76,16,35,25
51012,Anthenay,53,14,39,3,19,17
51013,Aougny,87,25,62,7,20,35
51014,Arcis-le-Ponsart,284,96,183,17,56,110
51015,Argers,85,23,59,3,36,20
51016,Arrigny,219,72,138,22,63,53
51017,Arzillières-Neuville,278,108,157,9,97,51
51018,Athis,522,166,336,51,163,122
51019,Aubérive,180,43,136,12,47,77
51020,Aubilly,34,12,20,0,7,13
51022,Aulnay-l'Aître,120,41,75,7,35,33
51023,Aulnay-sur-Marne,195,46,143,12,57,74
51025,Auménancourt,643,210,410,64,175,171
51027,Auve,203,76,120,10,26,84
51028,Avenay-Val-d'Or,775,329,427,53,178,196
51029,Avize,1157,469,653,67,284,302
51030,Ay,2577,1114,1410,346,521,543
51031,Baconnes,208,67,140,13,59,68
51032,Bagneux,360,131,219,30,113,76
51033,Le Baizil,185,74,103,10,71,22
51034,Bannay,23,8,15,0,0,15
51035,Bannes,202,66,131,14,62,55
51036,Barbonne-Fayel,373,160,202,29,82,91
51037,Baslieux-lès-Fismes,232,84,140,26,58,56
51038,Baslieux-sous-Châtillon,156,54,99,4,45,50
51039,Bassu,105,22,78,7,42,29
51040,Bassuet,220,85,129,13,62,54
51041,Baudement,92,31,55,3,19,33
51042,Baye,349,136,203,32,75,96
51043,Bazancourt,1447,594,810,138,345,327
51044,Beaumont-sur-Vesle,599,235,336,63,127,146
51045,Beaunay,92,26,61,5,32,24
51046,Beine-Nauroy,749,272,461,81,135,245
51047,Belval-en-Argonne,44,21,22,11,6,5
51048,Belval-sous-Châtillon,142,55,79,14,18,47
51049,Bergères-lès-Vertus,514,224,276,22,135,119
51050,Bergères-sous-Montmirail,124,39,83,3,40,40
51051,Berméricourt,140,35,99,12,42,45
51052,Berru,388,106,270,33,108,129
51053,Berzieux,60,11,48,2,22,24
51054,Bétheniville,820,372,432,59,219,154
51055,Bétheny,5260,2062,3089,552,1084,1453
51056,Bethon,238,82,153,16,53,84
51057,Bettancourt-la-Longue,72,22,49,4,31,14
51058,Bezannes,1244,432,797,113,173,511
51059,Bignicourt-sur-Marne,308,120,176,30,90,56
51060,Bignicourt-sur-Saulx,149,49,88,9,41,38
51061,Billy-le-Grand,96,20,76,0,27,49
51062,Binarville,101,38,58,13,31,14
51063,Binson-et-Orquigny,144,59,82,2,44,36
51064,Bisseuil,497,199,290,43,130,117
51065,Blacy,499,176,300,38,149,113
51066,Blaise-sous-Arzillières,284,105,166,18,86,62
51068,Blesme,156,69,81,6,56,19
51069,Bligny,109,33,74,15,20,39
51070,Boissy-le-Repos,185,63,112,7,73,32
51071,Bouchy-Saint-Genest,155,66,87,12,31,44
51072,Bouilly,145,49,93,19,34,40
51073,Bouleuse,154,43,99,17,49,33
51074,Boult-sur-Suippe,1233,473,736,131,286,319
51075,Bourgogne,698,240,443,70,137,236
51076,Boursault,394,134,257,25,105,127
51077,Bouvancourt,173,58,110,15,45,50
51078,Bouy,382,149,228,38,97,93
51079,Bouzy,731,268,441,43,157,241
51080,Brandonvillers,127,34,86,10,50,26
51081,Branscourt,218,75,129,24,36,69
51082,Braux-Sainte-Cohière,89,22,61,10,29,22
51083,Braux-Saint-Remy,72,16,56,6,21,29
51084,Bréban,88,38,49,8,16,25
51085,Le Breuil,298,99,193,12,78,103
51086,Breuil,230,62,162,23,69,70
51087,Breuvery-sur-Coole,172,48,115,15,55,45
51088,Brimont,367,132,214,26,99,89
51089,Brouillet,87,31,56,3,30,23
51090,Broussy-le-Grand,194,72,119,18,38,63
51091,Broussy-le-Petit,98,26,68,7,27,34
51092,Broyes,291,124,156,18,71,67
51093,Brugny-Vaudancourt,372,140,225,24,92,109
51094,Brusson,149,57,92,12,45,35
51095,Le Buisson,71,31,40,11,13,16
51097,Bussy-le-Château,155,43,101,7,43,51
51098,Bussy-le-Repos,105,32,68,5,12,51
51099,Bussy-Lettrée,238,109,124,11,64,49
51100,La Caure,71,23,47,8,23,16
51101,Caurel,509,184,308,42,92,174
51102,Cauroy-lès-Hermonville,330,95,225,26,84,115
51103,La Celle-sous-Chantemerle,156,67,87,8,48,31
51104,Cernay-en-Dormois,130,52,76,2,41,33
51105,Cernay-lès-Reims,1034,291,715,85,199,431
51106,Cernon,91,19,67,8,43,16
51107,Chaintrix-Bierges,239,89,142,20,58,64
51108,Châlons-en-Champagne,24982,11188,13224,2431,4314,6479
51109,Châlons-sur-Vesle,140,42,97,7,35,55
51110,Chaltrait,84,39,45,4,23,18
51111,Chambrecy,119,33,81,10,40,31
51112,Chamery,333,104,218,25,68,125
51113,Champaubert,116,46,70,9,29,32
51115,Champfleury,470,160,295,30,104,161
51116,Champguyon,203,90,109,11,35,63
51117,Champigneul-Champagne,241,67,164,17,65,82
51118,Champigny,1093,441,625,88,234,303
51119,Champillon,410,135,262,34,78,150
51120,Champlat-et-Boujacourt,113,43,67,9,29,29
51121,Champvoisy,180,66,108,18,51,39
51122,Changy,113,36,74,5,37,32
51124,Chantemerle,58,22,35,0,11,24
51125,Chapelaine,43,9,33,0,21,12
51126,La Chapelle-Felcourt,57,25,30,0,6,24
51127,La Chapelle-Lasson,80,22,57,8,20,29
51128,La Chapelle-sous-Orbais,53,18,35,2,14,19
51129,Charleville,193,80,107,10,53,44
51130,Charmont,196,80,112,17,52,43
51132,Les Charmontois,122,36,77,9,41,27
51133,Le Châtelier,65,18,43,4,20,19
51134,Châtelraould-Saint-Louvent,197,65,125,14,77,34
51135,Châtillon-sur-Broué,74,21,53,2,33,18
51136,Châtillon-sur-Marne,547,243,297,29,144,124
51137,Châtillon-sur-Morin,181,68,111,8,57,46
51138,Châtrices,34,13,21,0,7,14
51139,Chaudefontaine,261,103,152,17,88,47
51140,Chaumuzy,265,86,169,11,88,70
51141,La Chaussée-sur-Marne,549,210,315,58,129,128
51142,Chavot-Courcourt,323,108,208,16,91,101
51143,Le Chemin,58,20,37,5,17,15
51144,Cheminon,485,186,279,34,181,64
51145,Chenay,223,61,158,17,51,90
51146,Cheniers,85,30,54,6,19,29
51147,La Cheppe,276,95,175,21,80,74
51148,Cheppes-la-Prairie,147,61,81,4,26,51
51149,Chepy,324,125,195,24,79,92
51150,Cherville,70,23,46,6,18,22
51151,Chichey,139,47,88,16,42,30
51152,Chigny-les-Roses,434,160,263,18,94,151
51153,Chouilly,809,280,498,57,214,227
51154,Clamanges,186,70,113,14,52,47
51155,Clesles,439,177,236,42,133,61
51156,Cloyes-sur-Marne,110,39,67,6,42,19
51157,Coizard-Joches,71,22,45,3,24,18
51158,Val-des-Marais,444,172,261,40,138,83
51160,Compertrix,971,338,598,113,218,267
51161,Condé-sur-Marne,556,221,323,46,141,136
51162,Conflans-sur-Seine,479,200,269,41,143,85
51163,Congy,187,76,102,7,44,51
51164,Connantray-Vaurefroy,117,41,72,8,29,35
51165,Connantre,769,331,412,70,175,167
51166,Contault,57,19,38,4,19,15
51167,Coole,128,37,84,7,37,40
51168,Coolus,211,70,134,22,48,64
51169,Corbeil,87,41,46,1,14,31
51170,Corfélix,97,46,48,4,24,20
51171,Cormicy,1083,435,630,82,265,283
51172,Cormontreuil,5130,1760,3221,734,947,1540
51173,Cormoyeux,110,34,69,5,29,35
51174,Corribert,50,16,34,4,14,16
51175,Corrobert,166,61,103,18,50,35
51176,Corroy,116,47,62,8,28,26
51177,Coulommes-la-Montagne,171,56,111,5,37,69
51178,Coupetz,66,22,42,2,16,24
51179,Coupéville,128,43,83,11,36,36
51181,Courcelles-Sapicourt,239,67,169,18,56,95
51182,Courcemain,92,34,56,8,21,27
51183,Courcy,811,295,498,94,176,228
51184,Courdemanges,339,93,223,37,90,96
51185,Courgivaux,216,82,132,11,71,50
51186,Courjeonnet,47,11,35,2,15,18
51187,Courlandon,218,88,120,22,47,51
51188,Courmas,177,48,127,12,47,68
51190,Courtagnon,48,14,34,6,6,22
51191,Courtémont,58,18,37,1,13,23
51192,Courthiézy,290,123,159,26,67,66
51193,Courtisols,2012,674,1282,215,453,614
51194,Courville,354,137,211,41,71,99
51195,Couvrot,747,336,392,65,187,140
51196,Cramant,696,280,388,33,180,175
51197,La Croix-en-Champagne,66,21,41,0,17,24
51198,Crugny,442,166,268,32,111,125
51199,Cuchery,326,153,162,14,101,47
51200,Cuis,329,123,194,24,103,67
51201,Cuisles,111,28,81,9,27,45
51202,Cumières,665,238,393,58,150,185
51203,Cuperly,179,60,112,11,38,63
51204,Damery,1110,382,681,103,307,271
51205,Dampierre-au-Temple,209,82,123,17,47,59
51206,Dampierre-le-Château,81,26,52,10,22,20
51208,Dampierre-sur-Moivre,75,26,49,1,34,14
51210,Dizy,1301,477,791,177,296,318
51211,Dommartin-Dampierre,62,19,43,4,18,21
51212,Dommartin-Lettrée,145,51,85,4,32,49
51213,Dommartin-sous-Hans,58,27,30,1,14,15
51214,Dommartin-Varimont,104,32,69,4,20,45
51215,Dompremy,109,30,75,15,35,25
51216,Dontrien,172,85,85,10,33,42
51217,Dormans,2165,955,1156,150,505,501
51218,Val-de-Vière,116,39,70,11,26,33
51219,Drosnay,158,56,96,28,45,23
51220,Drouilly,105,32,72,8,39,25
51222,Eclaires,76,27,47,5,20,22
51223,Ecollemont,56,12,43,2,22,19
51224,Ecriennes,146,45,90,8,39,43
51225,Ecueil,275,94,175,14,58,103
51226,Ecury-le-Repos,61,16,44,14,18,12
51227,Ecury-sur-Coole,348,112,224,58,73,93
51228,Elise-Daucourt,74,30,43,2,24,17
51229,Epense,83,25,52,3,27,22
51230,Epernay,14956,7583,7080,1180,2317,3583
51231,L'Epine,438,134,297,42,104,151
51232,Epoye,323,127,190,39,68,83
51233,Escardes,80,20,54,11,25,18
51234,Esclavolles-Lurey,465,128,320,52,145,123
51235,Les Essarts-lès-Sézanne,202,63,130,6,67,57
51236,Les Essarts-le-Vicomte,131,50,77,8,27,42
51237,Esternay,1196,475,693,67,276,350
51238,Etoges,260,91,161,18,74,69
51239,Etréchy,92,39,48,7,28,13
51240,Etrepy,131,49,81,8,38,35
51241,Euvy,77,22,51,5,23,23
51242,Fagnières,3826,1578,2168,456,816,896
51243,Faux-Fresnay,232,83,139,20,73,46
51244,Faux-Vésigneul,202,57,140,10,59,71
51245,Faverolles-et-Coëmy,454,152,291,29,135,127
51246,Favresse,171,32,130,16,64,50
51247,Fèrebrianges,152,53,95,9,43,43
51248,Fère-Champenoise,1528,596,888,118,427,343
51249,Festigny,360,155,194,23,91,80
51250,Fismes,3876,1813,1961,410,895,656
51251,Flavigny,151,55,93,5,41,47
51252,Fleury-la-Rivière,402,154,236,21,123,92
